Household Key,Length Of Residence,Number of Roadside calss for Year 1,Number of Roadside calss for Year 2,Number of Roadside calss for Year 3,Roadside Member Cost for Year 1,Roadside Member Cost for Year 2,Roadside Member Cost for Year 3,Member Tenure Years,Years to Cancelled Status,Basic Cost,Calculated Tow Miles,Plus Cost,Premier Cost,Total Cost,Total Number of Roadside Calls,Total Roadside Member Cost,Email Available,Age,Years from most recent Membership Expiration,Years from Join Date,Purchased Product 1,Purchased Product 2,Purchased Product 3,Purchased Product 4,Purchased Product 5,Purchased Product 6,Purchased Product 7,Purchased Product 8,Mail Responder,Home Owner,Opt-Out - Publication,Cash Call,Fleet Indicator,Total Number of Purchased Products,Household Purchased Product,Email Correspondent,Home Renter,No Home Ownership Info,City,Number of Children,Annual Income,Education,Annual Credit Possible,Member Status,Member Type,Renew Method,Motorcycle Indicator,AAA Service Necessity Due Problem 1,AAA Club 1,Vehicle Manufacturer Name 1,AAA Service Necessity Due Problem 2,Vehicle Manufacturer Name 2,AAA Club 2,Number of Members per Household Key,Frequency of use of Roadside Services,Household have used the Roadside Services,Household Group Label,Household Purchase Product Probability,Household Roadside Usage Probability
596577330,11.0,11,30,24,623.1176470588235,10095.0,1397.2941176470588,237,414,2073.823529411765,15.0,0.0,0.0,2073.823529411765,65,12115.411764705883,1,64,1,25,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,1,14500.0,Unknown,524500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,TOYOTA,,,,18,65,1,4,0.010776946398076566,0.9999999999999853
608444740,110.61427039317836,0,0,0,0.0,0.0,0.0,680,650,1592.5,50.5,75.0,0.0,2207.5,0,0.0,0,74,3,69,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,1,0,1,HOPE,0,94500.0,Unknown,499999.0,ACTIVE,Primary,AUTO RENEW,0,Flat Tire,AAA Northeast,TOYOTA,Jump Start,,,3,0,0,1,0.9999853489854007,0.18545711807362958
611618840,120.0,0,18,44,0.0,1029.875,2318.75,457,280,500.0,42.5,93.75,0.0,593.75,62,3348.625,1,81,1,47,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,SAUNDERSTOWN,2,162000.0,High School,800000.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,HYUNDAI,,,,9,62,1,0,0.9970301681869336,0.9999999999999774
612146010,150.0,0,0,7,0.0,0.0,216.66666666666666,278,50,150.0,0.0,0.0,0.0,150.0,7,216.66666666666666,1,72,7,29,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,NEWPORT,0,74500.0,Some College,724500.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,HONDA,,,,5,7,1,0,0.9970301681869336,0.8907500820528276
616342590,120.0,0,40,0,0.0,1375.0,0.0,470,242,2183.3333333333335,72.66666666666667,0.0,0.0,2183.3333333333335,40,1375.0,1,71,0,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,JAMESTOWN,2,94500.0,Unknown,674500.0,ACTIVE,Associate,AUTO RENEW,0,Tow,AAA Northeast,BUICK,,,,3,40,1,2,0.010776946398076566,0.9999999996063682
622905940,150.0,0,0,8,0.0,0.0,424.0,428,242,530.0,20.0,0.0,0.0,530.0,8,424.0,0,81,0,44,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,PROVIDENCE,1,14500.0,Unknown,624500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,5,8,1,3,0.010776946398076566,0.931476959852972
623023680,123.0,0,0,0,0.0,0.0,0.0,294,85,0.0,0.0,0.0,0.0,0.0,0,0.0,1,60,6,30,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,CRANSTON,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Jump Start,AAA Northeast,FORD,Tow,,,5,0,0,1,0.010776946398076566,0.18545711807362958
623061790,80.0,4,9,9,120.0,409.09090909090907,372.72727272727275,354,205,490.90909090909093,28.181818181818183,40.90909090909091,0.0,531.8181818181819,22,901.8181818181818,1,43,0,36,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,SAUNDERSTOWN,0,94500.0,Some College,774500.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,11,22,1,3,0.010776946398076566,0.9999371485781244
623229340,90.0,6,8,3,3678.125,4488.75,1142.8125,417,242,1323.9375,130.0,365.625,0.0,1698.9375,17,9309.6875,1,41,0,43,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,GREENVILLE,0,34500.0,Unknown,624500.0,CANCELLED,Primary,NOTICE,1,Jump Start,AAA Northeast,HONDA,,,,16,17,1,4,0.010776946398076566,0.9987748308576289
623240100,20.0,0,0,0,0.0,0.0,0.0,390,100,0.0,0.0,0.0,0.0,0.0,0,0.0,0,72,11,40,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CUMBERLAND,3,250000.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,Lockout,,,2,0,0,4,0.010776946398076566,0.18545711807362958
630532260,60.0,0,0,20,0.0,0.0,1330.0,320,13,270.0,0.0,0.0,0.0,270.0,20,1330.0,1,52,6,33,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,0,44500.0,Unknown,774500.0,CANCELLED,Associate,NOTICE,1,Tow,AAA Northeast,NISSAN,,,,2,20,1,2,0.010776946398076566,0.9998405640154663
630533560,121.12686793963674,0,0,0,0.0,0.0,1120.0,590,242,245.45454545454547,17.272727272727273,5.454545454545454,0.0,250.9090909090909,0,1120.0,1,74,0,60,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,COVENTRY,4,124500.0,High School,774500.0,CANCELLED,Associate,NOTICE,0,Jump Start,Pioneer Valley,HONDA,,,,11,0,0,2,0.010776946398076566,0.18545711807362958
630892600,117.0585857474424,0,0,0,0.0,0.0,0.0,60,50,300.0,0.0,0.0,0.0,300.0,0,0.0,0,74,1,7,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,CRANSTON,0,74500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,FORD,,,,2,0,0,0,0.9970301681869336,0.18545711807362958
631331420,140.0,0,0,0,0.0,0.0,0.0,524,242,288.0,0.0,0.0,0.0,288.0,0,0.0,1,80,0,53,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,CRANSTON,0,14500.0,Some College,574500.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,5,0,0,3,0.010776946398076566,0.18545711807362958
631572200,115.0,4,4,0,2354.0,2354.0,0.0,438,339,1601.0,12.0,36.0,0.0,1637.0,8,4708.0,1,81,4,45,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,NORTH KINGSTOWN,0,124500.0,Completed College,774500.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,FORD,,,,6,8,1,4,0.010776946398076566,0.8986366947972126
631661360,114.21484462052227,0,10,8,0.0,3236.75,282.5,340,242,882.0833333333334,44.916666666666664,0.0,0.0,882.0833333333334,18,3519.25,1,74,0,35,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,NORTH PROVIDENCE,1,14500.0,High School,674500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,HONDA,,,,12,18,1,4,0.010776946398076566,0.9997737069787717
631997480,15.0,0,0,0,0.0,0.0,0.0,375,242,280.0,0.0,0.0,0.0,280.0,0,0.0,1,80,0,38,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WARWICK,0,44500.0,Some College,674500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,NISSAN,,,,2,0,0,0,0.9970301681869336,0.18545711807362958
645501730,150.0,0,11,9,0.0,4412.727272727273,419.09090909090907,136,73,435.0,24.7,0.0,0.0,435.0,20,4831.818181818182,1,62,1,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,COVENTRY,3,94500.0,High School,774500.0,ACTIVE,Associate,AUTO RENEW,0,Tow,AAA Northeast,HYUNDAI,,,,13,20,1,2,0.010776946398076566,0.9999238716988865
645685580,150.0,0,0,10,0.0,0.0,330.0,490,242,0.0,0.0,0.0,0.0,0.0,10,330.0,1,71,0,50,0,1,0,0,0,0,0,1,1,1,1,0,1,2,1,1,0,0,KINGSTON,1,64500.0,High School,800000.0,ACTIVE,Primary,NOTICE,0,Extrication,AAA Northeast,TOYOTA,Jump Start,,,1,10,1,0,0.9999993515942743,0.9742178515793392
657780150,150.0,0,10,2,0.0,4374.0,106.0,386,242,1768.75,40.0,82.5,0.0,1851.25,12,4480.0,1,85,0,40,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,COVENTRY,0,54500.0,High School,674500.0,ACTIVE,Primary,AUTO RENEW,0,Flat Tire,AAA Northeast,TOYOTA,,,,5,12,1,0,0.9900076122585038,0.9951619797678187
659186670,50.0,15,13,0,1407.5,406.6666666666667,0.0,408,105,1439.0,0.0,0.0,0.0,1439.0,28,1814.1666666666667,1,67,4,42,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,1,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,VOLVO,,,,8,28,1,0,0.9900076122585038,0.9999848245702228
670398250,150.0,0,10,10,0.0,5885.0,5885.0,470,242,5885.0,0.0,0.0,0.0,5885.0,20,11770.0,1,74,0,48,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,0,94500.0,Unknown,800000.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,,,,1,20,1,4,0.010776946398076566,0.9999185797178957
673383660,112.16856038281124,0,0,1,0.0,0.0,44.22222222222222,276,269,443.75,40.0,0.0,0.0,443.75,1,44.22222222222222,0,74,1,29,0,0,0,0,0,0,1,1,1,0,1,0,1,2,1,1,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,LEXUS,Jump Start,,,9,1,1,1,0.9999998086449837,0.2751540975355348
680277790,103.0,0,0,8,0.0,0.0,505.0,290,151,316.6666666666667,80.66666666666667,220.0,0.0,536.6666666666666,8,505.0,1,76,2,30,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,JOHNSTON,2,14500.0,Unknown,724500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,HYUNDAI,Flat Tire,MAZDA,,5,8,1,2,0.6889467861041547,0.931476959852972
681839660,147.0,0,0,0,0.0,0.0,0.0,300,242,380.0,0.0,0.0,0.0,385.0,0,0.0,1,73,0,31,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,FOSTER,1,94500.0,Some College,774500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,Tow,,,3,0,0,2,0.010776946398076566,0.18545711807362958
708680530,150.0,10,10,0,5885.0,5885.0,0.0,490,242,4414.0,0.0,0.0,0.0,4414.0,20,11770.0,0,89,0,50,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,PROVIDENCE,1,74500.0,Some College,800000.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,HONDA,Flat Tire,,,2,20,1,0,0.9970301681869336,0.9995359825630024
717996790,140.0,0,0,0,0.0,0.0,0.0,407,139,530.0,17.5,0.0,0.0,530.0,0,0.0,1,68,5,42,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,WARWICK,0,187000.0,Completed College,674500.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,6,0,0,3,0.9970301681869336,0.18545711807362958
719485040,100.0,0,10,5,0.0,397.5,2262.5,395,355,0.0,0.0,0.0,0.0,0.0,15,2660.0,1,84,4,40,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,PAWTUCKET,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Jump Start,AAA Northeast,MERCURY,,,,2,15,1,1,0.9900076122585038,0.9989521084336233
719753450,150.0,0,28,0,0.0,13535.5,0.0,120,242,3119.3333333333335,0.0,0.0,0.0,3119.3333333333335,28,13535.5,1,86,0,13,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,PROVIDENCE,1,14500.0,High School,499999.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,4,28,1,3,0.9970301681869336,0.9999995932157664
719787180,130.0,0,0,20,0.0,0.0,1060.0,530,242,0.0,0.0,0.0,0.0,0.0,20,1060.0,0,77,0,54,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,W GREENWICH,0,162000.0,Some College,774500.0,ACTIVE,Associate,AUTO RENEW,0,Battery Service,AAA Northeast,TOYOTA,,,,1,20,1,2,0.010776946398076566,0.9998405640154663
719884170,117.28113058726643,0,0,0,0.0,0.0,0.0,360,251,530.0,0.0,0.0,0.0,530.0,0,0.0,1,74,11,37,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,0,162000.0,Completed College,800000.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,FORD,Tow,HONDA,Pioneer Valley,3,0,0,4,0.010776946398076566,0.18545711807362958
721015400,150.0,8,22,22,4413.75,13241.25,1192.5,418,242,2315.0,0.0,0.0,0.0,2315.0,52,18847.5,1,76,0,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,WARWICK,0,94500.0,Completed College,724500.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,LEXUS,,,,4,52,1,1,0.010776946398076566,0.9999999999884852
721087400,140.0,0,10,0,0.0,19424.0,0.0,470,460,530.0,0.0,0.0,0.0,19424.0,10,19424.0,0,88,1,48,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,1,Flat Tire,AAA Northeast,TOYOTA,,,,1,10,1,1,0.010776946398076566,0.9866664513031345
721116810,27.0,0,0,0,0.0,0.0,0.0,357,112,0.0,0.0,0.0,0.0,0.0,0,0.0,1,76,3,37,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,PORTSMOUTH,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,GMC,Tow,,,3,0,0,1,0.9970301681869336,0.18545711807362958
721598590,150.0,2,0,10,72.5,0.0,357.5,272,86,410.0,0.0,0.0,0.0,410.0,12,430.0,1,56,1,28,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,,,,4,12,1,1,0.010776946398076566,0.9866942997424272
721602270,74.0,0,19,0,0.0,8799.285714285714,0.0,143,230,1235.0,14.285714285714286,0.0,0.0,1235.0,19,8799.285714285714,1,74,2,15,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,NORTH PROVIDENCE,1,94500.0,Completed College,674500.0,CANCELLED,Associate,NOTICE,0,Tow,AAA Northeast,FORD,,TOYOTA,,10,19,1,0,0.9970301681869336,0.9999258625506157
721972330,114.81915596772079,7,0,27,200.0,0.0,1491.3333333333333,197,180,300.0,0.0,0.0,0.0,300.0,34,1691.3333333333333,0,74,1,21,0,0,0,0,1,0,1,0,1,1,1,0,1,2,1,1,0,0,NORTH PROVIDENCE,0,9999.0,Some College,674500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,HONDA,,,,6,34,1,0,0.9999853489854007,0.9999995794452429
722065680,117.50409851613956,0,10,0,0.0,300.0,0.0,343,277,270.0,0.0,0.0,0.0,270.0,10,300.0,0,86,7,35,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,14500.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,DODGE,Tow,JEEP,,3,10,1,0,0.9970301681869336,0.9866664513031345
722384540,32.0,0,44,9,0.0,15561.875,463.75,318,242,1190.7142857142858,20.0,51.42857142857143,0.0,1256.4285714285713,53,16025.625,1,76,0,33,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,NORTH SCITUATE,1,124500.0,Unknown,774500.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,8,53,1,3,0.9970301681869336,0.9999999999996088
722771880,115.33703592608587,5,0,0,155.0,0.0,0.0,297,235,310.0,0.0,0.0,0.0,310.0,5,155.0,1,74,6,31,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WARWICK,1,14500.0,High School,674500.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,Flat Tire,,,3,5,1,0,0.9970301681869336,0.5512529470883727
723363080,150.0,20,10,20,690.0,365.0,710.0,415,0,343.0,0.0,0.0,0.0,343.0,50,1765.0,1,81,2,42,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,PAWTUCKET,0,14500.0,Unknown,724500.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,6,50,1,3,0.010776946398076566,0.999999999420996
723836860,150.0,0,0,0,0.0,0.0,0.0,470,269,330.0,0.0,0.0,0.0,330.0,0,0.0,1,71,10,48,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,RIVERSIDE,0,64500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,0,0,3,0.010776946398076566,0.18545711807362958
751021150,40.0,10,5,10,5048.0,2262.5,295.0,282,208,0.0,0.0,0.0,0.0,0.0,25,7605.5,1,72,7,29,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,BRISTOL,0,250000.0,Completed College,800000.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,MG,,,,5,25,1,0,0.9970301681869336,0.9999495740521284
751369020,100.0,0,0,0,0.0,0.0,0.0,287,317,530.0,0.0,0.0,0.0,530.0,0,0.0,1,68,0,30,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,JAMESTOWN,0,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,10,0,0,3,0.010776946398076566,0.18545711807362958
751659190,30.0,0,0,20,0.0,0.0,11185.0,460,242,530.0,0.0,0.0,0.0,530.0,20,11185.0,0,78,0,47,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,PROVIDENCE,0,94500.0,Some College,724500.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,,,,2,20,1,4,0.010776946398076566,0.9998405640154663
752003030,150.0,0,5,0,0.0,2262.5,0.0,325,224,0.0,0.0,0.0,0.0,0.0,5,2262.5,0,60,4,34,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Flat Tire,Pioneer Valley,FORD,,,,4,5,1,1,0.9970301681869336,0.8041005280708815
752046750,50.0,0,17,0,0.0,7570.833333333333,0.0,510,36,1559.0,0.0,0.0,0.0,1559.0,17,7570.833333333333,1,70,5,52,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CHARLESTOWN,1,44500.0,Unknown,774500.0,ACTIVE,Associate,NOTICE,0,Flat Tire,AAA Northeast,FORD,,,,8,17,1,2,0.010776946398076566,0.9997643071118183
752089940,70.0,0,0,20,0.0,0.0,1060.0,365,340,530.0,0.0,0.0,0.0,530.0,20,1060.0,0,85,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Tow,Pioneer Valley,FORD,,,,4,20,1,1,0.010776946398076566,0.9998405640154663
752774600,111.91021410171702,0,5,0,0.0,152.5,0.0,425,242,305.0,0.0,0.0,0.0,305.0,5,152.5,0,92,0,44,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,NORTH KINGSTOWN,0,124500.0,Some College,774500.0,ACTIVE,Associate,NOTICE,1,Flat Tire,AAA Northeast,NISSAN,,,,2,5,1,2,0.010776946398076566,0.8041005280708815
752789360,117.72749033841359,0,0,0,0.0,0.0,0.0,345,242,277.5,110.0,0.0,0.0,277.5,0,0.0,1,74,0,36,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,64500.0,Unknown,800000.0,ACTIVE,Primary,AUTO RENEW,0,Tow,AAA Northeast,FORD,,JEEP,Northeast Penn,4,0,0,0,0.9941377887138593,0.18545711807362958
752825950,52.0,0,0,0,0.0,0.0,0.0,308,92,0.0,0.0,0.0,0.0,0.0,0,0.0,1,71,6,32,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,1,Flat Tire,AAA Northeast,LINCOLN,,,,4,0,0,1,0.9970301681869336,0.18545711807362958
753077730,140.0,0,0,0,0.0,0.0,0.0,470,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,71,0,48,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PORTSMOUTH,2,94500.0,High School,774500.0,CANCELLED,Primary,NOTICE,1,Battery Service,AAA Northeast,TOYOTA,,,,1,0,0,4,0.010776946398076566,0.18545711807362958
753253630,150.0,0,0,10,0.0,0.0,300.0,357,181,0.0,0.0,0.0,0.0,0.0,10,300.0,1,84,5,37,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,54500.0,High School,674500.0,ACTIVE,Primary,NOTICE,1,Tow,AAA Northeast,OLDSMOBILE,,,,3,10,1,0,0.9970301681869336,0.9742178515793392
753499880,132.0,0,0,2,0.0,0.0,65.55555555555556,224,242,251.25,52.857142857142854,0.0,0.0,251.25,2,65.55555555555556,1,68,0,23,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,BRISTOL,1,94500.0,Completed College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,9,2,1,3,0.010776946398076566,0.3875904094030153
758403620,100.0,0,6,0,0.0,3531.0,0.0,393,278,472.5,12.5,60.0,0.0,612.5,6,3531.0,0,84,3,40,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,PROVIDENCE,0,124500.0,High School,724500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,6,6,1,3,0.9970301681869336,0.8797968582114226
758491640,130.0,0,0,0,0.0,0.0,0.0,287,242,478.0,6.0,0.0,0.0,478.0,0,0.0,1,66,0,30,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,BARRINGTON,1,162000.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,HYUNDAI,,,,7,0,0,4,0.010776946398076566,0.18545711807362958
762108860,120.0,2,4,12,1177.0,1838.0,592.0,312,149,1505.0,2.6,0.0,0.0,1505.0,18,3607.0,1,53,0,32,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICKWEST WARWICK,0,124500.0,Some College,774500.0,CANCELLED,Associate,NOTICE,1,Battery Service,AAA Northeast,TOYOTA,,,,5,18,1,2,0.010776946398076566,0.9995203910626409
776169220,87.0,0,0,10,0.0,0.0,588.5,342,72,530.0,0.0,0.0,0.0,530.0,10,588.5,1,72,7,35,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,1,0,1,NORTH KINGSTOWN,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,HONDA,,,,4,10,1,1,0.9999853489854007,0.9742178515793392
776173660,150.0,0,0,0,0.0,0.0,0.0,490,397,0.0,0.0,0.0,0.0,0.0,0,0.0,1,72,5,50,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,BARRINGTON,2,162000.0,Some College,774500.0,ACTIVE,Primary,AUTO RENEW,0,Jump Start,AAA Northeast,DODGE,,,,2,0,0,0,0.9970301681869336,0.18545711807362958
776175610,85.0,0,0,0,0.0,0.0,0.0,283,10,280.0,0.0,0.0,0.0,280.0,0,0.0,1,73,5,29,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,CRANSTON,1,74500.0,Completed College,774500.0,CANCELLED,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,3,0,0,3,0.010776946398076566,0.18545711807362958
776203440,150.0,5,0,5,265.0,0.0,217.5,240,201,530.0,60.0,0.0,0.0,530.0,10,482.5,1,43,4,25,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,1,0,1,NORTH KINGSTOWN,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Flat Tire,AAA Northeast,TOYOTA,Tow,,,3,10,1,1,0.9999998086449837,0.9405658341847947
776219120,150.0,27,7,57,1113.3333333333333,323.3333333333333,2150.0,120,10,314.72222222222223,29.22222222222222,43.333333333333336,0.0,358.05555555555554,91,3586.6666666666665,1,72,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NORTH PROVIDENCE,0,9999.0,Unknown,499999.0,PENDING,Primary,NOTICE,1,Flat Tire,AAA Northeast,TOYOTA,,,,20,91,1,1,0.010776946398076566,1.0
776223540,20.0,4,0,22,2615.5555555555557,0.0,1411.111111111111,544,686,1125.0,94.44444444444444,46.666666666666664,0.0,1171.6666666666667,26,4026.666666666667,1,80,1,55,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,JOHNSTON,0,14500.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,9,26,1,3,0.010776946398076566,0.9999851052975062
776235110,130.0,0,7,12,0.0,640.0,6768.333333333333,295,242,371.6666666666667,43.333333333333336,110.0,0.0,511.6666666666667,19,7408.333333333333,1,52,0,30,1,0,0,0,0,0,1,0,1,1,1,0,1,2,1,1,0,0,CRANSTON,1,34500.0,Some College,524500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,VOLKSWAGEN,,,,6,19,1,0,0.9999995286290481,0.9998339408265711
776669840,50.0,0,6,9,0.0,3678.125,463.75,225,450,1219.2857142857142,14.285714285714286,0.0,0.0,1219.2857142857142,15,4141.875,1,74,0,24,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,0,14500.0,High School,674500.0,CANCELLED,Associate,NOTICE,1,Tow,AAA Northeast,DODGE,,,,8,15,1,2,0.010776946398076566,0.9986293358639959
804735770,120.0,0,26,9,0.0,10644.42857142857,454.2857142857143,120,242,3514.285714285714,50.0,102.85714285714286,0.0,3771.4285714285716,35,11098.714285714284,1,82,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,CANCELLED,Associate,NOTICE,0,Jump Start,Pioneer Valley,HONDA,Tow,TOYOTA,,7,35,1,1,0.010776946398076566,0.9999999870061871
